         5404811 function calls (5345084 primitive calls) in 5.299 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:3740(streamline)
      159    0.000    0.000    0.000    0.000 expr.py:197(_node_not_implemented)
        1    0.000    0.000    0.000    0.000 series.py:88(SparseSeries)
        1    0.000    0.000    0.001    0.001 series.py:4(<module>)
        1    0.000    0.000    0.001    0.001 json.py:2(<module>)
       56    0.000    0.000    0.000    0.000 config.py:495(processoption)
        1    0.000    0.000    0.001    0.001 hookspec.py:1(<module>)
       48    0.000    0.000    0.000    0.000 pluggy.py:592(__init__)
        1    0.000    0.000    0.006    0.006 junitxml.py:10(<module>)
        1    0.000    0.000    0.014    0.014 validation.py:1(<module>)
      151    0.000    0.000    0.000    0.000 my_exceptions.py:94(<lambda>)
        1    0.000    0.000    0.001    0.001 extmath.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ransac.py:7(<module>)
       90    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       25    0.000    0.000    0.000    0.000 re.py:324(_subx)
       81    0.000    0.000    0.000    0.000 enum.py:820(_high_bit)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
        1    0.000    0.000    0.001    0.001 quadpack.py:3(<module>)
        1    0.000    0.000    0.003    0.003 minpack.py:1(<module>)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.002    0.002 config.py:49(<module>)
       52    0.000    0.000    0.000    0.000 expressions.py:87(ophelper)
       16    0.000    0.000    0.000    0.000 __init__.py:1951(find_distributions)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2822(__init__)
        1    0.000    0.000    0.002    0.002 datetimelike.py:3(<module>)
        2    0.000    0.000    0.000    0.000 frame.py:2890(_maybe_casted_values)
        4    0.000    0.000    0.000    0.000 indexing.py:93(__init__)
        1    0.000    0.000    0.000    0.000 array.py:162(SparseArray)
        1    0.000    0.000    0.000    0.000 accessors.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2595(_StringFuncParser)
       18    0.000    0.000    0.000    0.000 rcsetup.py:652(__call__)
        1    0.000    0.000    0.000    0.000 path.py:30(Path)
      115    0.000    0.000    0.000    0.000 expr.py:157(<lambda>)
        1    0.000    0.000    0.001    0.001 numpy_pickle.py:1(<module>)
        2    0.000    0.000    0.009    0.004 __init__.py:15(<module>)
        6    0.000    0.000    0.000    0.000 six.py:195(load_module)
       17    0.000    0.000    0.000    0.000 posixpath.py:367(abspath)
        6    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
        2    0.000    0.000    0.000    0.000 __init__.py:1159(getLogger)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       47    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
      103    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
       83    0.000    0.000    0.000    0.000 {built-in method pandas._libs.algos.ensure_platform_int}
        3    0.000    0.000    0.000    0.000 concat.py:405(_concat_index_asobject)
        3    0.000    0.000    0.001    0.000 groupby.py:822(_cython_agg_general)
        1    0.000    0.000    0.001    0.001 groupby.py:3965(DataFrameGroupBy)
        5    0.000    0.000    0.000    0.000 base.py:3914(_add_numeric_methods_unary)
        1    0.000    0.000    0.008    0.008 platform.py:747(_syscmd_uname)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3398(<genexpr>)
        3    0.000    0.000    0.000    0.000 frequencies.py:187(get_stride_from_decimal)
        7    0.000    0.000    0.002    0.000 frame.py:2667(_reindex_axes)
        8    0.000    0.000    0.000    0.000 generic.py:3214(as_matrix)
        2    0.000    0.000    0.004    0.002 generic.py:6180(_add_series_or_dataframe_operations)
        1    0.000    0.000    0.003    0.003 series.py:974(__unicode__)
        1    0.000    0.000    0.007    0.007 series.py:2230(apply)
      155    0.000    0.000    0.000    0.000 rcsetup.py:57(func)
       12    0.000    0.000    0.001    0.000 pyparsing.py:3837(parseImpl)
       27    0.000    0.000    0.000    0.000 pyparsing.py:4208(__init__)
       14    0.000    0.000    0.000    0.000 expr.py:150(_filter_nodes)
        1    0.000    0.000    0.000    0.000 pytables.py:20(Scope)
        1    0.000    0.000    0.000    0.000 compat.py:3(<module>)
      202    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       78    0.000    0.000    0.000    0.000 _internal.py:714(<genexpr>)
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 numeric.py:374(<listcomp>)
       18    0.000    0.000    0.000    0.000 function_base.py:213(iterable)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.001    0.001 matfuncs.py:5(<module>)
        4    0.000    0.000    0.000    0.000 compressed.py:1065(prune)
        1    0.000    0.000    0.004    0.004 reduction.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:16(memorized_timedelta)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.has_infs_f8}
       16    0.000    0.000    0.000    0.000 config.py:689(config_prefix)
        3    0.000    0.000    0.000    0.000 base.py:1744(_append_same_dtype)
       12    0.000    0.000    0.000    0.000 base.py:2721(_maybe_promote)
        6    0.000    0.000    0.021    0.004 __init__.py:35(load_module)
       22    0.000    0.000    0.001    0.000 pyparsing.py:1181(setResultsName)
        6    0.000    0.000    0.000    0.000 frequencies.py:606(get_offset)
        6    0.000    0.000    0.002    0.000 frequencies.py:946(ydiffs)
        1    0.000    0.000    0.000    0.000 offsets.py:2822(Second)
        9    0.000    0.000    0.000    0.000 internals.py:1846(is_bool)
       25    0.000    0.000    0.000    0.000 pyparsing.py:3975(__init__)
        1    0.000    0.000    0.003    0.003 ticker.py:169(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:252(f)
        1    0.000    0.000    0.001    0.001 frame.py:4(<module>)
        2    0.000    0.000    0.000    0.000 parsers.py:1326(<listcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:5(<module>)
       60    0.000    0.000    0.000    0.000 pluggy.py:439(parse_hookspec_opts)
        1    0.000    0.000    0.002    0.002 _parallel_backends.py:3(<module>)
        1    0.000    0.000    0.000    0.000 label.py:9(<module>)
        1    0.000    0.000    0.000    0.000 rfe.py:7(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.access}
       93    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
       26    0.000    0.000    0.000    0.000 posixpath.py:62(isabs)
        1    0.000    0.000    0.000    0.000 sysconfig.py:604(get_platform)
      5/1    0.000    0.000    0.000    0.000 copy.py:236(_deepcopy_dict)
        1    0.000    0.000    0.001    0.001 linalg.py:10(<module>)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.006    0.006 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        4    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.001    0.001 _ode.py:39(<module>)
        9    0.000    0.000    0.001    0.000 decorator.py:224(decorate)
        1    0.000    0.000    0.001    0.001 _fitpack_impl.py:23(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
      252    0.000    0.000    0.000    0.000 ops.py:66(<lambda>)
        1    0.000    0.000    0.005    0.005 platform.py:10(<module>)
      141    0.000    0.000    0.000    0.000 pyparsing.py:3502(<genexpr>)
        1    0.000    0.000    0.000    0.000 necompiler.py:11(<module>)
        4    0.000    0.000    0.000    0.000 multi.py:80(__new__)
        7    0.000    0.000    0.000    0.000 datetimes.py:1353(_maybe_promote)
        7    0.000    0.000    0.003    0.000 frame.py:2730(reindex)
       26    0.000    0.000    0.000    0.000 array.py:45(_arith_method)
       10    0.000    0.000    0.001    0.000 format.py:2150(_get_format_datetime64_from_values)
        1    0.000    0.000    0.001    0.001 local.py:3(<module>)
       86    0.000    0.000    0.000    0.000 rcsetup.py:159(validate_float)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4735(<lambda>)
        1    0.000    0.000    0.000    0.000 colors.py:64(__init__)
        9    0.000    0.000    0.000    0.000 moments.py:457(_rolling_func)
        1    0.000    0.000    0.000    0.000 pytables.py:119(ClosedFileError)
       25    0.000    0.000    0.000    0.000 config.py:461(_get_plugin_specs_as_list)
        1    0.000    0.000    0.001    0.001 pairwise.py:12(<module>)
       40    0.000    0.000    0.000    0.000 scorer.py:400(make_scorer)
        1    0.000    0.000    0.000    0.000 _strptime.py:119(__calc_date_time)
      106    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      395    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        9    0.000    0.000    0.000    0.000 posixpath.py:382(realpath)
       75    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
      135    0.000    0.000    0.000    0.000 enum.py:628(<lambda>)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6493(__init__)
        8    0.000    0.000    0.000    0.000 nonlin.py:218(_set_doc)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
      103    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
        2    0.000    0.000    0.001    0.000 categorical.py:2134(_factorize_from_iterable)
        5    0.000    0.000    0.000    0.000 base.py:1950(_format_native_types)
        4    0.000    0.000    0.000    0.000 subprocess.py:203(_cleanup)
        1    0.000    0.000    0.000    0.000 platform.py:548(_mac_ver_xml)
     16/2    0.000    0.000    0.001    0.000 pyparsing.py:3696(parseImpl)
        3    0.000    0.000    0.000    0.000 datetimelike.py:473(min)
       11    0.000    0.000    0.000    0.000 internals.py:2828(set_axis)
        9    0.000    0.000    0.000    0.000 internals.py:5257(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
       11    0.000    0.000    0.000    0.000 pyparsing.py:4543(_escapeRegexRangeChars)
        1    0.000    0.000    0.001    0.001 transforms.py:30(<module>)
        9    0.000    0.000    0.000    0.000 moments.py:674(_expanding_func)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:3(<module>)
      104    0.000    0.000    0.000    0.000 six.py:82(__init__)
       37    0.000    0.000    0.000    0.000 six.py:95(__init__)
        1    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random_projection.py:25(<module>)
        2    0.000    0.000    0.001    0.000 unsupervised.py:1(<module>)
       33    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        7    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.001    0.001 polynomial.py:56(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:193(<listcomp>)
        1    0.000    0.000    0.002    0.002 basic.py:7(<module>)
       31    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
      103    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        8    0.000    0.000    0.000    0.000 missing.py:343(_infer_fill_value)
        2    0.000    0.000    0.000    0.000 groupby.py:876(reset_identity)
       10    0.000    0.000    0.000    0.000 groupby.py:4490(get_splitter)
        1    0.000    0.000    0.000    0.000 subprocess.py:42(<module>)
       32    0.000    0.000    0.000    0.000 pyparsing.py:483(haskeys)
       12    0.000    0.000    0.004    0.000 pyparsing.py:4210(__init__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4740(<genexpr>)
        2    0.000    0.000    0.003    0.001 frame.py:2337(_setitem_array)
        1    0.000    0.000    0.002    0.002 decoder.py:2(<module>)
      104    0.000    0.000    0.000    0.000 internals.py:4445(<lambda>)
        1    0.000    0.000    0.013    0.013 fontconfig_pattern.py:7(<module>)
       10    0.000    0.000    0.003    0.000 pyparsing.py:4229(__init__)
        1    0.000    0.000    0.016    0.016 config.py:121(get_config)
        1    0.000    0.000    0.000    0.000 skipping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:51(__init__)
        1    0.000    0.000    0.001    0.001 approximate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 theil_sen.py:4(<module>)
       39    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
