         7588802 function calls (7357347 primitive calls) in 5.749 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1692    0.000    0.000    0.001    0.000 sre_parse.py:81(groups)
       38    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
       16    0.000    0.000    0.116    0.007 __init__.py:692(add_entry)
      185    0.000    0.000    0.071    0.000 __init__.py:2439(parse)
        1    0.000    0.000    0.000    0.000 python.py:569(CythonLexer)
      252    0.000    0.000    0.001    0.000 series.py:2894(_sanitize_array)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
     2410    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
     1110    0.000    0.000    0.001    0.000 __init__.py:2515(<lambda>)
     3459    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      200    0.000    0.000    0.080    0.000 __init__.py:2753(get_entry_map)
      435    0.000    0.000    0.004    0.000 rcsetup.py:364(validate_color)
      353    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      217    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
      278    0.000    0.000    0.001    0.000 __init__.py:3052(_find_adapter)
        1    0.000    0.000    0.000    0.000 interface.py:495(_SumLinearOperator)
      962    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
      392    0.000    0.000    0.001    0.000 sre_parse.py:294(_class_escape)
      331    0.000    0.000    0.001    0.000 _util.py:292(<listcomp>)
      416    0.000    0.000    0.002    0.000 __init__.py:2039(<genexpr>)
      353    0.000    0.000    0.002    0.000 sre_parse.py:828(fix_flags)
        2    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        3    0.000    0.000    0.001    0.000 six.py:1(<module>)
     1260    0.000    0.000    0.000    0.000 colors.py:194(<genexpr>)
       15    0.000    0.000    0.000    0.000 {pandas._libs.tslib.unique_deltas}
       75    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.zeros}
  402/302    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
     2126    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
        4    0.000    0.000    0.013    0.003 subprocess.py:588(__init__)
      262    0.000    0.000    0.002    0.000 __init__.py:2275(file_ns_handler)
      175    0.000    0.000    0.002    0.000 sre_compile.py:376(_mk_bitmap)
      588    0.000    0.000    0.002    0.000 __init__.py:1391(safe_name)
        2    0.000    0.000    0.027    0.013 pyparsing.py:61(<module>)
      115    0.000    0.000    0.001    0.000 decorator.py:154(update)
      186    0.000    0.000    0.001    0.000 requirements.py:54(<lambda>)
     1804    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:707(find_spec)
        1    0.000    0.000    0.000    0.000 getlimits.py:62(MachArLike)
      243    0.000    0.000    0.001    0.000 enum.py:70(__setitem__)
      283    0.000    0.000    0.001    0.000 function_base.py:4519(add_newdoc)
       11    0.000    0.000    0.003    0.000 artist.py:1044(get_aliases)
       86    0.000    0.000    0.004    0.000 _strptime.py:321(_strptime)
      932    0.000    0.000    0.001    0.000 config.py:225(parse_hookimpl_opts)
      200    0.000    0.000    0.019    0.000 __init__.py:2688(activate)
      370    0.000    0.000    0.001    0.000 inspect.py:485(unwrap)
     1443    0.000    0.000    0.001    0.000 artist.py:1137(is_alias)
       21    0.000    0.000    0.005    0.000 {pandas._libs.tslib.parse_datetime_string_with_reso}
       11    0.000    0.000    0.016    0.001 artist.py:1180(pprint_setters)
    112/5    0.000    0.000    0.002    0.000 pyparsing.py:3278(streamline)
      642    0.000    0.000    0.006    0.000 __init__.py:1582(_has)
     2324    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      354    0.000    0.000    0.015    0.000 __init__.py:1489(get_metadata_lines)
      318    0.000    0.000    0.000    0.000 enum.py:351(__setattr__)
     1496    0.000    0.000    0.000    0.000 pyparsing.py:292(__init__)
       87    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
     3730    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
      483    0.000    0.000    0.001    0.000 common.py:740(is_integer_dtype)
      200    0.000    0.000    0.014    0.000 __init__.py:2263(fixup_namespace_packages)
      363    0.000    0.000    0.002    0.000 inspect.py:2793(replace)
  140/102    0.000    0.000    0.155    0.002 <frozen importlib._bootstrap_external>:919(create_module)
        1    0.000    0.000    0.028    0.028 __init__.py:101(<module>)
     2138    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
      143    0.000    0.000    0.001    0.000 pluggy.py:630(varnames)
       60    0.000    0.000    0.072    0.001 __init__.py:2468(parse_group)
  380/192    0.000    0.000    0.005    0.000 pyparsing.py:3818(parseImpl)
      166    0.000    0.000    0.001    0.000 traitlets.py:1627(__init__)
       27    0.000    0.000    0.001    0.000 internals.py:2876(_rebuild_blknos_and_blklocs)
      467    0.000    0.000    0.002    0.000 abc.py:178(__instancecheck__)
      594    0.000    0.000    0.022    0.000 __init__.py:1088(<genexpr>)
      900    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
      186    0.000    0.000    0.001    0.000 specifiers.py:591(__init__)
       19    0.000    0.000    0.000    0.000 generic.py:6(create_pandas_abc_type)
        1    0.000    0.000    0.069    0.069 _continuous_distns.py:5(<module>)
     3240    0.000    0.000    0.000    0.000 inspect.py:2484(default)
       42    0.000    0.000    0.005    0.000 typing.py:1098(__getitem__)
      134    0.000    0.000    0.001    0.000 pyparsing.py:3219(__init__)
      108    0.000    0.000    0.006    0.000 _distn_infrastructure.py:591(__init__)
      331    0.000    0.000    0.000    0.000 _util.py:306(<listcomp>)
     1736    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(<genexpr>)
        1    0.000    0.000    0.002    0.002 pyplot.py:2116(_setup_pyplot_info_docstrings)
      191    0.000    0.000    0.000    0.000 _decorators.py:135(__call__)
      188    0.000    0.000    0.063    0.000 pyparsing.py:1571(parseString)
        2    0.000    0.000    0.335    0.168 parsers.py:382(_read)
     1938    0.000    0.000    0.001    0.000 __init__.py:2307(_normalize_cached)
      228    0.000    0.000    0.001    0.000 codecs.py:318(decode)
     1472    0.000    0.000    0.001    0.000 sre_compile.py:102(fixup)
      402    0.000    0.000    0.000    0.000 __init__.py:750(__iter__)
      188    0.000    0.000    0.000    0.000 pyparsing.py:1530(resetCache)
      212    0.000    0.000    0.001    0.000 os.py:664(__getitem__)
        1    0.000    0.000    0.001    0.001 tzfile.py:26(build_tzinfo)
        7    0.000    0.000    0.008    0.001 internals.py:4317(form_blocks)
       52    0.000    0.000    0.001    0.000 __init__.py:919(_open_file_or_url)
      416    0.000    0.000    0.007    0.000 __init__.py:3076(split_sections)
     2035    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      199    0.000    0.000    0.002    0.000 __init__.py:972(dedent)
      200    0.000    0.000    0.000    0.000 __init__.py:2795(<listcomp>)
      370    0.000    0.000    0.012    0.000 inspect.py:2779(from_callable)
      116    0.000    0.000    0.001    0.000 common.py:353(_asarray_tuplesafe)
      359    0.000    0.000    0.000    0.000 functools.py:74(wraps)
     1427    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
       25    0.000    0.000    0.005    0.000 internals.py:3795(insert)
      228    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      200    0.000    0.000    0.079    0.000 __init__.py:2481(parse_map)
      224    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
       64    0.000    0.000    0.002    0.000 deprecation.py:162(deprecate)
      355    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      816    0.000    0.000    0.000    0.000 traitlets.py:383(class_init)
        1    0.000    0.000    0.012    0.012 test_numexpr.py:12(<module>)
       59    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
     2338    0.000    0.000    0.000    0.000 _structures.py:33(__neg__)
      331    0.000    0.000    0.000    0.000 _util.py:296(<listcomp>)
      706    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
      110    0.000    0.000    0.012    0.000 decorator.py:233(decorate)
       46    0.000    0.000    0.001    0.000 config.py:411(register_option)
      162    0.000    0.000    0.000    0.000 generic.py:3083(__setattr__)
      172    0.000    0.000    0.002    0.000 traitlets.py:737(__init__)
       69    0.000    0.000    0.002    0.000 series.py:139(__init__)
     1125    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       50    0.000    0.000    0.005    0.000 pyparsing.py:1016(_trim_arity)
     1002    0.000    0.000    0.001    0.000 version.py:47(__lt__)
     1002    0.000    0.000    0.001    0.000 version.py:53(__eq__)
       89    0.000    0.000    0.000    0.000 typing.py:852(_next_in_mro)
      272    0.000    0.000    0.001    0.000 _weakrefset.py:58(__iter__)
      585    0.000    0.000    0.001    0.000 common.py:475(is_categorical_dtype)
        4    0.000    0.000    0.000    0.000 subprocess.py:1414(wait)
      125    0.000    0.000    0.000    0.000 sre_parse.py:266(getuntil)
     1572    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
  957/771    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       13    0.000    0.000    0.001    0.000 enum.py:623(<listcomp>)
       34    0.000    0.000    0.000    0.000 numeric.py:2565(array_equal)
      254    0.000    0.000    0.000    0.000 six.py:141(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
       19    0.000    0.000    0.001    0.000 data.py:1(<module>)
       82    0.000    0.000    0.001    0.000 pyparsing.py:3678(__init__)
       20    0.000    0.000    0.002    0.000 gettext.py:466(find)
      109    0.000    0.000    0.001    0.000 internals.py:2683(make_block)
       17    0.000    0.000    0.045    0.003 __init__.py:10(<module>)
      130    0.000    0.000    0.000    0.000 token.py:35(__getattr__)
        1    0.000    0.000    0.006    0.006 os.py:968(popen)
     1181    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
        1    0.000    0.000    0.001    0.001 pyplot.py:1799(get_plot_commands)
      329    0.000    0.000    0.000    0.000 base.py:1638(__contains__)
       65    0.000    0.000    0.001    0.000 nodes.py:64(__new__)
        1    0.000    0.000    0.001    0.001 base.py:99(Index)
      624    0.000    0.000    0.318    0.001 re.py:231(compile)
      481    0.000    0.000    0.005    0.000 sre_parse.py:96(closegroup)
       12    0.000    0.000    0.000    0.000 missing.py:119(_isnull_ndarraylike)
     1539    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
      100    0.000    0.000    0.000    0.000 parser.py:68(get_token)
       36    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.list_to_object_array}
       90    0.000    0.000    0.000    0.000 base.py:367(_simple_new)
      224    0.000    0.000    0.002    0.000 rcsetup.py:348(validate_color_for_prop_cycle)
       35    0.000    0.000    0.001    0.000 argparse.py:1303(add_argument)
     2320    0.000    0.000    0.000    0.000 inspect.py:2785(parameters)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
       29    0.000    0.000    0.003    0.000 _collections_abc.py:824(update)
        3    0.000    0.000    0.007    0.002 subprocess.py:803(communicate)
        1    0.000    0.000    0.080    0.080 __init__.py:727(iter_entry_points)
      601    0.000    0.000    0.000    0.000 _decorators.py:176(__init__)
      372    0.000    0.000    0.002    0.000 pyparsing.py:1419(tryParse)
      188    0.000    0.000    0.000    0.000 pyparsing.py:670(_asStringList)
      435    0.000    0.000    0.003    0.000 colors.py:104(is_color_like)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1520(_parseCache)
      331    0.000    0.000    0.000    0.000 _util.py:301(<listcomp>)
       49    0.000    0.000    0.000    0.000 posixpath.py:329(normpath)
      545    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     1067    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      233    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       76    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       48    0.000    0.000    0.009    0.000 traitlets.py:1354(class_traits)
       40    0.000    0.000    0.000    0.000 nosetester.py:152(__init__)
       30    0.000    0.000    0.001    0.000 argparse.py:1222(__init__)
        7    0.000    0.000    0.001    0.000 frame.py:5787(_homogenize)
        1    0.000    0.000    0.001    0.001 from_dict.py:42(style_from_dict)
        1    0.000    0.000    0.004    0.004 random.py:38(<module>)
      487    0.000    0.000    0.000    0.000 six.py:184(find_module)
      234    0.000    0.000    0.000    0.000 token.py:16(split)
      128    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
      109    0.000    0.000    0.001    0.000 internals.py:102(__init__)
      370    0.000    0.000    0.013    0.000 inspect.py:3031(signature)
      142    0.000    0.000    0.000    0.000 re.py:249(escape)
        5    0.000    0.000    0.000    0.000 frequencies.py:941(mdiffs)
        1    0.000    0.000    0.147    0.147 pyplot.py:17(<module>)
       45    0.000    0.000    0.001    0.000 argparse.py:157(__init__)
      338    0.000    0.000    0.000    0.000 __init__.py:1918(__init__)
       17    0.000    0.000    0.004    0.000 rcsetup.py:793(validate_cycler)
      176    0.000    0.000    0.000    0.000 colors.py:407(__init__)
     1175    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
     1427    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
      131    0.000    0.000    0.000    0.000 locale.py:379(normalize)
       48    0.000    0.000    0.000    0.000 utils.py:74(__call__)
       34    0.000    0.000    0.003    0.000 argparse.py:489(_format_action)
        1    0.000    0.000    0.002    0.002 generic.py:97(NDFrame)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3238(__init__)
      230    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
       28    0.000    0.000    0.001    0.000 panel.py:1502(_panel_arith_method)
      201    0.000    0.000    0.020    0.000 __init__.py:3165(<genexpr>)
       33    0.000    0.000    0.000    0.000 argparse.py:595(_expand_help)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3349(__init__)
      171    0.000    0.000    0.002    0.000 traitlets.py:757(setup_class)
      576    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
